"","Pathway","CellType","avg","std"
"122","TGFb","CD8+ effector memory T cells 1",-0.0483404384715354,0.981212833902604
"123","TGFb","CD8+ effector memory T cells 2",0.154545675008642,0.904306175679959
"124","TGFb","CD8+ exhausted T cells",-0.932015414509322,NA
"125","TGFb","CD8+ naive T cells",-0.318454353586243,0.901374120266239
"126","TGFb","CD8+ NK-like early effector T cells",0.141277913286152,0.954076882223497
"127","TGFb","CD8+ NK-like TEMRA cells",-0.0587831336187258,1.06701791701361
"128","TGFb","CD8+ TEMRA cells",-0.0356013117486093,0.992999785414388
"129","TGFb","Gamma Delta T cells",0.816648315866461,1.15192619746078
"130","TGFb","MAIT cells",0.251856777929871,0.964194811949255
"131","TNFa","Atypical NKT cells",0.218402189954518,0.690556360354511
"132","TNFa","CD8+ CD73+ regulatory T cells",-0.29543561702654,1.0267019219284
"133","TNFa","CD8+ central memory T cells",-0.608374252659178,1.07036917526972
"134","TNFa","CD8+ cycling effector T cells",-0.135682055988738,0.733629522002661
"135","TNFa","CD8+ effector memory T cells 1",0.275128417231049,0.942917165136312
"136","TNFa","CD8+ effector memory T cells 2",0.699385938864323,0.876899146476817
"137","TNFa","CD8+ exhausted T cells",-1.17344847582395,NA
"138","TNFa","CD8+ naive T cells",-1.47995979437847,1.03709969423209
"139","TNFa","CD8+ NK-like early effector T cells",0.0297277899715752,0.759642120222199
"140","TNFa","CD8+ NK-like TEMRA cells",-0.0196660124613414,0.804331913663838
"141","TNFa","CD8+ TEMRA cells",0.00313368553905296,0.834238101375889
"142","TNFa","Gamma Delta T cells",-0.278868907762878,0.922803583452971
"143","TNFa","MAIT cells",0.500399349998005,0.950941616197218
"144","Trail","Atypical NKT cells",0.134295498930948,1.13603018292545
"145","Trail","CD8+ CD73+ regulatory T cells",-0.217508339171631,0.890410343892367
"146","Trail","CD8+ central memory T cells",-0.0928080918138522,0.893193280123897
"147","Trail","CD8+ cycling effector T cells",-0.842808036122907,0.886784645918539
"148","Trail","CD8+ effector memory T cells 1",0.0702383469712616,1.00700171299179
"149","Trail","CD8+ effector memory T cells 2",-0.149480027446507,1.04327583396914
"150","Trail","CD8+ exhausted T cells",2.30567910992897,NA
"151","Trail","CD8+ naive T cells",0.0637823985624125,0.856173956166275
"152","Trail","CD8+ NK-like early effector T cells",0.0385992717136241,1.03433571894354
"153","Trail","CD8+ NK-like TEMRA cells",0.0102787762801225,0.978828342277168
"154","Trail","CD8+ TEMRA cells",0.077948972179253,0.994493877836602
"155","Trail","Gamma Delta T cells",0.0987518882920507,1.09677527452604
"156","Trail","MAIT cells",-0.254622422281266,0.910298752131935
"157","VEGF","Atypical NKT cells",0.410332488073647,0.303502015830442
"158","VEGF","CD8+ CD73+ regulatory T cells",-0.717998248083379,0.922500088689702
"159","VEGF","CD8+ central memory T cells",-0.625766782731858,0.825978685772007
"160","VEGF","CD8+ cycling effector T cells",0.101675525278649,0.826656274197177
"161","VEGF","CD8+ effector memory T cells 1",-0.322669569670827,0.969645608384208
"162","VEGF","CD8+ effector memory T cells 2",-0.0240805883741608,0.843970712632821
"163","VEGF","CD8+ exhausted T cells",-0.515299354726491,NA
"164","VEGF","CD8+ naive T cells",-0.64390001444873,0.822878952790618
"165","VEGF","CD8+ NK-like early effector T cells",-0.525764706857809,1.13271580215936
"166","VEGF","CD8+ NK-like TEMRA cells",0.303381972397136,1.0365301474709
"167","VEGF","CD8+ TEMRA cells",0.252675789756623,0.923806854164287
"168","VEGF","Gamma Delta T cells",1.06799802193814,1.03010739058408
"169","VEGF","MAIT cells",-0.230815202169723,0.99266643170093
"170","WNT","Atypical NKT cells",0.70997419345193,0.837844763809129
"171","WNT","CD8+ CD73+ regulatory T cells",0.190691441092366,0.868292968933014
"172","WNT","CD8+ central memory T cells",-0.0690900784792768,0.926953935526196
"173","WNT","CD8+ cycling effector T cells",0.0462507170900212,0.877716780200393
"174","WNT","CD8+ effector memory T cells 1",-0.115128011326804,1.00585015037471
"175","WNT","CD8+ effector memory T cells 2",0.12848666632884,0.901520803627186
"176","WNT","CD8+ exhausted T cells",0.0680312034738744,NA
"177","WNT","CD8+ naive T cells",-0.176061499671114,0.893261726690119
"178","WNT","CD8+ NK-like early effector T cells",0.210246481511288,0.978722065469722
"179","WNT","CD8+ NK-like TEMRA cells",-0.187143071063313,1.00007035872982
"180","WNT","CD8+ TEMRA cells",0.0631477485819177,1.02805310157369
"181","WNT","Gamma Delta T cells",0.0297269404399861,1.14585972080688
"182","WNT","MAIT cells",0.0188474485852755,0.994681684190774
