"","tf","cell_type","avg","std"
"308","ARNTL","active_mild.CD8+ central memory T cells",-0.926419679234394,0.608892323221343
"309","ARNTL","active_mild.CD8+ cycling effector T cells",-1.26326599788228,0.652105099046838
"310","ARNTL","active_mild.CD8+ effector memory T cells 1",-0.907044508099422,0.60002048104084
"311","ARNTL","active_mild.CD8+ effector memory T cells 2",-1.06649828923676,0.56389643832297
"312","ARNTL","active_mild.CD8+ naive T cells",-0.933526062006652,0.495875925996122
"313","ARNTL","active_mild.CD8+ NK-like early effector T cells",-0.924975810941178,0.586627979159011
"314","ARNTL","active_mild.CD8+ NK-like TEMRA cells",-0.880914219065217,0.629714182488796
"315","ARNTL","active_mild.CD8+ TEMRA cells",-0.83316067883584,0.645929064147822
"316","ARNTL","active_mild.Gamma Delta T cells",-0.843551012835024,0.595133854452629
"317","ARNTL","active_mild.MAIT cells",-0.648677419230409,0.820293042219114
"318","ARNTL","active_severe.Atypical NKT cells",-1.01701048793754,0.528011287690854
"319","ARNTL","active_severe.CD8+ CD73+ regulatory T cells",-0.771934957137469,0.733966070773642
"320","ARNTL","active_severe.CD8+ central memory T cells",-0.925426425717287,0.571982368674529
