"","tf","cell_type","avg","std"
"261","CEBPA","CD8+ NK-like TEMRA cells",-0.0669641602376837,0.843010799102924
"262","CEBPA","CD8+ TEMRA cells",0.12198874390246,0.941012817667117
"263","CEBPA","Gamma Delta T cells",-0.104136936522982,0.953593920817402
"264","CEBPA","MAIT cells",-0.215227129771155,0.921995195814936
"265","CEBPB","CD8+ CD73+ regulatory T cells",0.810769464781158,0.676292749115236
"266","CEBPB","CD8+ central memory T cells",0.723418518655836,0.716615889743473
"267","CEBPB","CD8+ cycling effector T cells",0.686359628662784,0.846997710967473
"268","CEBPB","CD8+ effector memory T cells 1",0.637720194335528,0.751130421232795
"269","CEBPB","CD8+ effector memory T cells 2",0.53829582840761,0.738248352463757
"270","CEBPB","CD8+ exhausted T cells",0.550331858761141,0.817486702967605
"271","CEBPB","CD8+ naive T cells",0.70049183653637,0.683682720114367
"272","CEBPB","CD8+ NK-like early effector T cells",0.892619098501997,0.872955040671267
"273","CEBPB","CD8+ NK-like TEMRA cells",0.763378028160767,0.786050676304963
"274","CEBPB","CD8+ TEMRA cells",0.74975095645145,0.7330948893793
"275","CEBPB","Gamma Delta T cells",0.991317221316886,0.713587881931633
"276","CEBPB","MAIT cells",1.16082874576934,0.853914118697011
"277","CEBPD","CD8+ CD73+ regulatory T cells",-0.266955647239109,0.939379380975533
"278","CEBPD","CD8+ central memory T cells",0.0290714084503544,1.05113124236699
"279","CEBPD","CD8+ cycling effector T cells",0.304319390172361,0.710215991731444
"280","CEBPD","CD8+ effector memory T cells 1",0.116194463074223,1.02881552841958
"281","CEBPD","CD8+ effector memory T cells 2",0.382975653557492,0.894234235842797
"282","CEBPD","CD8+ exhausted T cells",-0.165756438901348,0.66133501225214
"283","CEBPD","CD8+ naive T cells",-0.747215191741561,0.94899030627626
"284","CEBPD","CD8+ NK-like early effector T cells",0.246414104694439,1.0518129353819
"285","CEBPD","CD8+ NK-like TEMRA cells",-0.150257388848913,0.86023971429213
"286","CEBPD","CD8+ TEMRA cells",0.157125854870684,0.948510162407022
"287","CEBPD","Gamma Delta T cells",0.535652381936276,0.984911490356827
"288","CEBPD","MAIT cells",0.459476576543056,1.00879945374066
"289","CEBPG","CD8+ CD73+ regulatory T cells",-2.07892494083173,0.920548156971749
"290","CEBPG","CD8+ central memory T cells",-1.90551923657005,1.08973619708836
"291","CEBPG","CD8+ cycling effector T cells",-1.92329285628146,1.03440791895599
"292","CEBPG","CD8+ effector memory T cells 1",-1.56685153604047,1.06386070110142
"293","CEBPG","CD8+ effector memory T cells 2",-1.45097557636682,1.04870292368964
"294","CEBPG","CD8+ exhausted T cells",-1.38646516713458,1.02674619066246
"295","CEBPG","CD8+ naive T cells",-2.33990210590913,0.919525390333562
"296","CEBPG","CD8+ NK-like early effector T cells",-1.83740458584098,0.946710640663162
"297","CEBPG","CD8+ NK-like TEMRA cells",-1.49495295587701,0.954907186479196
"298","CEBPG","CD8+ TEMRA cells",-1.7507410679836,1.06791122721787
"299","CEBPG","Gamma Delta T cells",-1.71550958569497,1.08342161087816
"300","CEBPG","MAIT cells",-1.78774282985543,0.969005111253369
"301","CLOCK","CD8+ CD73+ regulatory T cells",-0.954219731347722,0.624357773420633
"302","CLOCK","CD8+ central memory T cells",-0.796596557977185,0.612308275303994
"303","CLOCK","CD8+ cycling effector T cells",-0.685779562311323,0.771448147056079
"304","CLOCK","CD8+ effector memory T cells 1",-0.667054972447759,0.616186250039406
"305","CLOCK","CD8+ effector memory T cells 2",-0.647011660368881,0.715278430520667
"306","CLOCK","CD8+ exhausted T cells",-0.387176023205426,0.827620424318015
"307","CLOCK","CD8+ naive T cells",-1.02297306326917,0.560356950071238
"308","CLOCK","CD8+ NK-like early effector T cells",-0.440402979494736,0.74153540224928
"309","CLOCK","CD8+ NK-like TEMRA cells",-0.64868282268011,0.62232899708392
"310","CLOCK","CD8+ TEMRA cells",-0.470608247010914,0.623014910507722
"311","CLOCK","Gamma Delta T cells",-0.18205904069453,0.718771702623938
"312","CLOCK","MAIT cells",-0.584469729494238,0.691335540565692
"313","CREB1","CD8+ CD73+ regulatory T cells",-0.688502982184956,0.735166188214757
